gene	gene_id	transcript	canonical	mane_select	lof_hc_lc.obs	lof_hc_lc.exp	lof_hc_lc.possible	lof_hc_lc.oe	lof_hc_lc.mu	lof_hc_lc.pLI	lof_hc_lc.pNull	lof_hc_lc.pRec	lof.obs	lof.exp	lof.possible	lof.oe	lof.mu	lof.pLI	lof.pNull	lof.pRec	lof.oe_ci.lower	lof.oe_ci.upper	lof.oe_ci.upper_rank	lof.oe_ci.upper_bin_decile	lof.z_raw	lof.z_score	mis.obs	mis.exp	mis.possible	mis.oe	mis.mu	mis.oe_ci.lower	mis.oe_ci.upper	mis.z_raw	mis.z_score	mis_pphen.obs	mis_pphen.exp	mis_pphen.possible	mis_pphen.oe	syn.obs	syn.exp	syn.possible	syn.oe	syn.mu	syn.oe_ci.lower	syn.oe_ci.upper	syn.z_raw	syn.z_score	constraint_flags	level	transcript_type	chromosome	cds_length	num_coding_exons
PPP1R2B	ENSG00000231989	ENST00000522232	true	true	7	8.2231e+00	44	8.5126e-01	2.2404e-07	4.2000e-03	2.1954e-01	7.7626e-01	7	8.2231e+00	44	8.5126e-01	2.2404e-07	4.4386e-03	2.1146e-01	7.8411e-01	4.8200e-01	1.5670e+00	15633	8	4.2654e-01	3.6140e-01	95	1.0520e+02	568	9.0303e-01	1.3859e-06	7.6400e-01	1.0710e+00	9.9462e-01	3.6323e-01	29	2.3600e+01	145	1.2288e+00	51	4.0529e+01	161	1.2584e+00	5.1553e-07	1.0040e+00	1.5890e+00	-1.6447e+00	-8.9645e-01	[]	2	protein_coding	chr5	615	1
PPP1R3A	5506	NM_002711.4	true	true	67	9.2271e+01	558	7.2612e-01	1.2190e-06	9.4377e-17	6.1525e-03	9.9385e-01	24	3.9238e+01	223	6.1165e-01	5.2586e-07	2.5776e-05	1.0873e-02	9.8910e-01	4.4200e-01	8.6000e-01	NA	NA	2.4326e+00	2.0611e+00	1331	1.3372e+03	7217	9.9539e-01	7.0318e-06	9.5100e-01	1.0410e+00	1.6848e-01	6.1530e-02	252	2.6895e+02	1530	9.3699e-01	479	4.6877e+02	2062	1.0218e+00	2.9865e-06	9.4700e-01	1.1020e+00	-4.7264e-01	-2.5761e-01	[]	NA	NA	NA	NA	NA
PPP1R3A	5506	XM_005250473.3	false	false	58	7.8057e+01	475	7.4305e-01	1.0371e-06	4.8415e-15	1.7312e-02	9.8269e-01	15	2.5023e+01	140	5.9944e-01	3.4393e-07	1.3093e-03	3.0295e-02	9.6840e-01	4.0000e-01	9.2300e-01	NA	NA	2.0037e+00	1.6977e+00	1105	1.0950e+03	5894	1.0091e+00	4.0913e-06	9.6000e-01	1.0600e+00	-3.0159e-01	-1.1014e-01	NA	NA	NA	NA	392	3.8464e+02	1678	1.0191e+00	3.0895e-06	9.3700e-01	1.1080e+00	-3.7514e-01	-2.0447e-01	[]	NA	NA	NA	NA	NA
PPP1R3A	ENSG00000154415	ENST00000284601	true	true	67	9.2271e+01	558	7.2612e-01	1.2190e-06	9.4377e-17	6.1525e-03	9.9385e-01	24	3.9238e+01	223	6.1165e-01	5.2586e-07	2.5776e-05	1.0873e-02	9.8910e-01	4.4200e-01	8.6000e-01	7376	3	2.4326e+00	2.0611e+00	1331	1.3372e+03	7217	9.9539e-01	7.0318e-06	9.5100e-01	1.0410e+00	1.6848e-01	6.1530e-02	252	2.6895e+02	1530	9.3699e-01	479	4.6877e+02	2062	1.0218e+00	2.9865e-06	9.4700e-01	1.1020e+00	-4.7264e-01	-2.5761e-01	[]	2	protein_coding	chr7	3366	4
PPP1R3A	ENSG00000154415	ENST00000284602	false	false	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	84	8.7743e+01	474	9.5734e-01	8.9199e-07	8.0200e-01	1.1480e+00	3.9956e-01	1.4592e-01	26	2.7050e+01	150	9.6118e-01	29	2.9244e+01	139	9.9167e-01	3.5304e-07	7.3700e-01	1.3520e+00	4.5033e-02	2.4545e-02	["no_exp_lof"]	2	nonsense_mediated_decay	chr7	222	2
PPP1R3A	ENSG00000154415	ENST00000449795	false	false	14	1.7416e+01	113	8.0386e-01	3.3945e-07	8.1351e-05	1.7818e-01	8.2174e-01	4	3.0041e+00	19	1.3315e+00	5.0723e-08	1.1401e-02	3.0216e-01	6.8644e-01	5.9500e-01	1.9140e+00	NA	NA	-5.7459e-01	-4.8684e-01	235	2.2767e+02	1236	1.0322e+00	2.1950e-06	9.2700e-01	1.1500e+00	-4.8572e-01	-1.7738e-01	15	1.3698e+01	85	1.0950e+00	89	8.3877e+01	356	1.0611e+00	1.1538e-06	8.9300e-01	1.2660e+00	-5.5934e-01	-3.0486e-01	[]	2	protein_coding	chr7	573	2
PPP3CB	5532	NM_001142353.3	false	false	8	5.6713e+01	305	1.4106e-01	7.2822e-07	1.0000e+00	5.0425e-15	1.9554e-08	8	5.6713e+01	305	1.4106e-01	7.2822e-07	1.0000e+00	4.5957e-15	1.8690e-08	8.2000e-02	2.5500e-01	NA	NA	6.4685e+00	5.4807e+00	292	5.8677e+02	3015	4.9764e-01	3.6242e-06	4.5100e-01	5.4800e-01	1.2169e+01	4.4440e+00	92	2.9318e+02	1503	3.1380e-01	193	2.0100e+02	856	9.6022e-01	1.4314e-06	8.5300e-01	1.0820e+00	5.6395e-01	3.0738e-01	[]	NA	NA	NA	NA	NA
PPP3CB	5532	NM_001142354.3	false	false	8	5.3954e+01	290	1.4827e-01	7.2822e-07	1.0000e+00	4.4958e-14	7.7468e-08	8	5.3954e+01	290	1.4827e-01	7.2822e-07	1.0000e+00	4.0975e-14	7.4047e-08	8.6000e-02	2.6800e-01	NA	NA	6.2562e+00	5.3008e+00	287	5.7441e+02	2950	4.9964e-01	3.5346e-06	4.5300e-01	5.5100e-01	1.1992e+01	4.3794e+00	104	3.1078e+02	1630	3.3464e-01	191	1.9812e+02	842	9.6405e-01	1.4314e-06	8.5600e-01	1.0870e+00	5.0603e-01	2.7581e-01	[]	NA	NA	NA	NA	NA
PPP3CB	5532	NM_001289968.2	false	false	12	5.0171e+01	272	2.3918e-01	7.2369e-07	9.9993e-01	4.9158e-10	6.9209e-05	12	5.0171e+01	272	2.3918e-01	7.2369e-07	9.9993e-01	4.4803e-10	6.6153e-05	1.5200e-01	3.8800e-01	NA	NA	5.3890e+00	4.5660e+00	287	5.4514e+02	2834	5.2647e-01	3.1198e-06	4.7700e-01	5.8100e-01	1.1056e+01	4.0376e+00	66	2.3764e+02	1229	2.7774e-01	176	1.8609e+02	799	9.4575e-01	1.4314e-06	8.3600e-01	1.0720e+00	7.3999e-01	4.0333e-01	[]	NA	NA	NA	NA	NA
PPP3CB	5532	NM_001289969.2	false	false	12	4.7484e+01	255	2.5271e-01	7.6458e-07	9.9974e-01	4.1388e-09	2.6446e-04	12	4.5004e+01	244	2.6664e-01	7.1957e-07	9.9913e-01	2.6943e-08	8.7087e-04	1.7000e-01	4.3200e-01	NA	NA	4.9198e+00	4.1684e+00	197	4.4333e+02	2370	4.4437e-01	2.3293e-06	3.9500e-01	5.0000e-01	1.1699e+01	4.2724e+00	33	1.7190e+02	890	1.9197e-01	136	1.4945e+02	648	9.0999e-01	1.1215e-06	7.9100e-01	1.0490e+00	1.1004e+00	5.9976e-01	[]	NA	NA	NA	NA	NA
PPP3CB	5532	NM_021132.4	true	true	8	5.6731e+01	305	1.4102e-01	7.2822e-07	1.0000e+00	4.9719e-15	1.9381e-08	8	5.6731e+01	305	1.4102e-01	7.2822e-07	1.0000e+00	4.5314e-15	1.8525e-08	8.2000e-02	2.5400e-01	NA	NA	6.4698e+00	5.4818e+00	292	5.8559e+02	3009	4.9864e-01	3.5597e-06	4.5200e-01	5.4900e-01	1.2132e+01	4.4306e+00	36	1.9007e+02	986	1.8941e-01	193	2.0052e+02	853	9.6250e-01	1.4314e-06	8.5500e-01	1.0850e+00	5.3104e-01	2.8944e-01	[]	NA	NA	NA	NA	NA
PPP3CB	5532	XM_005269944.1	false	false	8	5.3972e+01	290	1.4823e-01	7.2822e-07	1.0000e+00	4.4329e-14	7.6784e-08	8	5.3972e+01	290	1.4823e-01	7.2822e-07	1.0000e+00	4.0402e-14	7.3393e-08	8.6000e-02	2.6700e-01	NA	NA	6.2576e+00	5.3020e+00	287	5.7323e+02	2944	5.0067e-01	1.7825e-06	4.5400e-01	5.5200e-01	1.1955e+01	4.3659e+00	NA	NA	NA	NA	191	1.9765e+02	839	9.6637e-01	1.4314e-06	8.5800e-01	1.0900e+00	4.7281e-01	2.5770e-01	[]	NA	NA	NA	NA	NA
PPP3CB	5532	XM_017016379.1	false	false	7	4.8286e+01	262	1.4497e-01	7.6570e-07	1.0000e+00	8.3302e-13	3.8417e-07	7	4.6081e+01	251	1.5191e-01	7.2648e-07	1.0000e+00	4.3655e-12	1.1039e-06	8.5000e-02	2.8500e-01	NA	NA	5.7571e+00	4.8779e+00	231	4.5608e+02	2370	5.0649e-01	1.6439e-06	4.5400e-01	5.6500e-01	1.0539e+01	3.8489e+00	NA	NA	NA	NA	152	1.5336e+02	655	9.9113e-01	1.4260e-06	8.6800e-01	1.1340e+00	1.0988e-01	5.9887e-02	[]	NA	NA	NA	NA	NA
PPP3CB	ENSG00000107758	ENST00000342558	false	false	12	5.0171e+01	272	2.3918e-01	7.2369e-07	9.9993e-01	4.9158e-10	6.9209e-05	12	5.0171e+01	272	2.3918e-01	7.2369e-07	9.9993e-01	4.4803e-10	6.6153e-05	1.5200e-01	3.8800e-01	NA	NA	5.3890e+00	4.5660e+00	287	5.4514e+02	2834	5.2647e-01	3.1480e-06	4.7700e-01	5.8100e-01	1.1056e+01	4.0376e+00	35	1.8417e+02	951	1.9004e-01	176	1.8609e+02	799	9.4575e-01	1.4314e-06	8.3600e-01	1.0720e+00	7.3999e-01	4.0333e-01	[]	2	protein_coding	chr10	1488	12
PPP3CB	ENSG00000107758	ENST00000360663	true	true	8	5.6731e+01	305	1.4102e-01	7.2822e-07	1.0000e+00	4.9719e-15	1.9381e-08	8	5.6731e+01	305	1.4102e-01	7.2822e-07	1.0000e+00	4.5314e-15	1.8525e-08	8.2000e-02	2.5400e-01	716	0	6.4698e+00	5.4818e+00	292	5.8559e+02	3009	4.9864e-01	3.5597e-06	4.5200e-01	5.4900e-01	1.2132e+01	4.4306e+00	36	1.9007e+02	986	1.8941e-01	193	2.0052e+02	853	9.6250e-01	1.4314e-06	8.5500e-01	1.0850e+00	5.3104e-01	2.8944e-01	[]	2	protein_coding	chr10	1572	14
PPP3CB	ENSG00000107758	ENST00000394828	false	false	8	5.3954e+01	290	1.4827e-01	7.2822e-07	1.0000e+00	4.4958e-14	7.7468e-08	8	5.3954e+01	290	1.4827e-01	7.2822e-07	1.0000e+00	4.0975e-14	7.4047e-08	8.6000e-02	2.6800e-01	NA	NA	6.2562e+00	5.3008e+00	287	5.7441e+02	2950	4.9964e-01	3.5346e-06	4.5300e-01	5.5100e-01	1.1992e+01	4.3794e+00	104	3.1078e+02	1630	3.3464e-01	191	1.9812e+02	842	9.6405e-01	1.4314e-06	8.5600e-01	1.0870e+00	5.0603e-01	2.7581e-01	[]	3	protein_coding	chr10	1545	13
PPP3CB	ENSG00000107758	ENST00000394829	false	false	8	5.6713e+01	305	1.4106e-01	7.2822e-07	1.0000e+00	5.0425e-15	1.9554e-08	8	5.6713e+01	305	1.4106e-01	7.2822e-07	1.0000e+00	4.5957e-15	1.8690e-08	8.2000e-02	2.5500e-01	NA	NA	6.4685e+00	5.4807e+00	292	5.8677e+02	3015	4.9764e-01	3.6242e-06	4.5100e-01	5.4800e-01	1.2169e+01	4.4440e+00	92	2.9318e+02	1503	3.1380e-01	193	2.0100e+02	856	9.6022e-01	1.4314e-06	8.5300e-01	1.0820e+00	5.6395e-01	3.0738e-01	[]	3	protein_coding	chr10	1575	14
PPP3CB	ENSG00000107758	ENST00000430762	false	false	1	1.9074e+01	97	5.2428e-02	3.8939e-07	9.9948e-01	7.5322e-07	5.2242e-04	1	1.9074e+01	97	5.2428e-02	3.8939e-07	9.9950e-01	6.8650e-07	4.9936e-04	1.8000e-02	2.4900e-01	NA	NA	4.1384e+00	3.5064e+00	92	2.1250e+02	1070	4.3294e-01	1.7823e-06	3.6500e-01	5.1500e-01	8.2664e+00	3.0188e+00	37	1.2208e+02	613	3.0308e-01	64	7.2811e+01	318	8.7899e-01	5.8684e-07	7.1800e-01	1.0820e+00	1.0326e+00	5.6281e-01	[]	2	protein_coding	chr10	561	7
PRIM1	5557	NM_000946.3	true	true	19	3.4184e+01	184	5.5582e-01	3.8152e-07	9.1396e-04	8.8494e-03	9.9024e-01	19	3.3823e+01	183	5.6175e-01	3.7457e-07	7.9834e-04	9.3781e-03	9.8982e-01	3.9100e-01	8.2400e-01	NA	NA	2.5487e+00	2.1595e+00	265	3.2631e+02	1727	8.1212e-01	3.9203e-06	7.3400e-01	8.9900e-01	3.3938e+00	1.2394e+00	74	1.1725e+02	592	6.3114e-01	109	1.0018e+02	422	1.0880e+00	1.1244e-06	9.3100e-01	1.2760e+00	-8.8119e-01	-4.8029e-01	[]	NA	NA	NA	NA	NA
PRIM1	ENSG00000198056	ENST00000338193	true	true	19	3.4184e+01	184	5.5582e-01	3.8152e-07	9.1396e-04	8.8494e-03	9.9024e-01	19	3.3823e+01	183	5.6175e-01	3.7457e-07	7.9834e-04	9.3781e-03	9.8982e-01	3.9100e-01	8.2400e-01	6817	3	2.5487e+00	2.1595e+00	265	3.2631e+02	1727	8.1212e-01	3.9203e-06	7.3400e-01	8.9900e-01	3.3938e+00	1.2394e+00	74	1.1725e+02	592	6.3114e-01	109	1.0018e+02	422	1.0880e+00	1.1244e-06	9.3100e-01	1.2760e+00	-8.8119e-01	-4.8029e-01	[]	2	protein_coding	chr12	1260	13
PRIM1	ENSG00000198056	ENST00000549549	false	false	8	1.4032e+01	75	5.7014e-01	1.7572e-07	2.6136e-02	6.5935e-02	9.0793e-01	8	1.4032e+01	75	5.7014e-01	1.7572e-07	2.7395e-02	6.2987e-02	9.0962e-01	3.3400e-01	1.0290e+00	NA	NA	1.6102e+00	1.3643e+00	93	1.3074e+02	722	7.1135e-01	2.0718e-06	6.0100e-01	8.4500e-01	3.3004e+00	1.2053e+00	31	5.2393e+01	297	5.9169e-01	42	3.8731e+01	153	1.0844e+00	4.8412e-07	8.4600e-01	1.4030e+00	-5.2535e-01	-2.8634e-01	[]	2	protein_coding	chr12	456	5
PRIM1	ENSG00000198056	ENST00000550770	false	false	13	2.9743e+01	160	4.3707e-01	3.4668e-07	1.3632e-01	3.5115e-03	8.6017e-01	13	2.9383e+01	159	4.4244e-01	3.3973e-07	1.2118e-01	3.7872e-03	8.7503e-01	2.8700e-01	7.0300e-01	NA	NA	3.0223e+00	2.5608e+00	234	2.9413e+02	1549	7.9558e-01	3.5441e-06	7.1400e-01	8.8700e-01	3.5059e+00	1.2803e+00	83	1.2863e+02	658	6.4529e-01	97	9.0918e+01	384	1.0669e+00	1.0638e-06	9.0400e-01	1.2630e+00	-6.3788e-01	-3.4767e-01	[]	1	protein_coding	chr12	983	9
PRIM1	ENSG00000198056	ENST00000552590	false	false	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	122	1.5200e+02	769	8.0264e-01	2.1470e-06	6.9200e-01	9.3300e-01	2.4332e+00	8.8859e-01	31	4.9994e+01	264	6.2008e-01	47	5.0608e+01	209	9.2870e-01	9.2899e-07	7.3400e-01	1.1840e+00	5.0721e-01	2.7645e-01	["no_exp_lof"]	2	nonsense_mediated_decay	chr12	555	5
PRIM1	ENSG00000198056	ENST00000672280	false	false	19	3.4298e+01	185	5.5398e-01	3.8152e-07	9.6770e-04	8.5597e-03	9.9047e-01	19	3.3937e+01	184	5.5986e-01	3.7457e-07	8.4530e-04	9.0713e-03	9.9008e-01	3.9000e-01	8.2200e-01	NA	NA	2.5640e+00	2.1725e+00	265	3.2619e+02	1726	8.1241e-01	3.7944e-06	7.3400e-01	8.9900e-01	3.3881e+00	1.2373e+00	25	6.2622e+01	343	3.9922e-01	109	1.0018e+02	422	1.0880e+00	1.1244e-06	9.3100e-01	1.2760e+00	-8.8119e-01	-4.8029e-01	[]	2	protein_coding	chr12	1377	14
PRKCH	5583	NM_006255.5	true	true	25	7.4723e+01	340	3.3457e-01	1.6970e-06	9.9721e-01	1.3402e-09	2.7866e-03	25	7.4723e+01	340	3.3457e-01	1.6970e-06	9.9734e-01	1.2216e-09	2.6639e-03	2.4300e-01	4.6700e-01	NA	NA	5.7522e+00	4.8737e+00	667	8.5995e+02	4191	7.7563e-01	7.5374e-06	7.2700e-01	8.2700e-01	6.5797e+00	2.4029e+00	206	3.4936e+02	1707	5.8966e-01	295	3.2267e+02	1201	9.1423e-01	2.9856e-06	8.3000e-01	1.0070e+00	1.5406e+00	8.3971e-01	[]	NA	NA	NA	NA	NA
PRKCH	5583	XM_011536954.3	false	false	23	6.5581e+01	300	3.5071e-01	1.6439e-06	9.7750e-01	7.9283e-08	2.2495e-02	23	6.5581e+01	300	3.5071e-01	1.6439e-06	9.7848e-01	7.2330e-08	2.1523e-02	2.5100e-01	4.9700e-01	NA	NA	5.2580e+00	4.4551e+00	542	6.9433e+02	3438	7.8061e-01	3.8123e-06	7.2700e-01	8.3800e-01	5.7810e+00	2.1112e+00	NA	NA	NA	NA	224	2.4665e+02	963	9.0815e-01	2.8883e-06	8.1400e-01	1.0140e+00	1.4424e+00	7.8620e-01	[]	NA	NA	NA	NA	NA
PRKCH	5583	XM_011536955.1	false	false	23	6.5581e+01	300	3.5071e-01	1.6439e-06	9.7750e-01	7.9283e-08	2.2495e-02	23	6.5581e+01	300	3.5071e-01	1.6439e-06	9.7848e-01	7.2330e-08	2.1523e-02	2.5100e-01	4.9700e-01	NA	NA	5.2580e+00	4.4551e+00	542	6.9433e+02	3438	7.8061e-01	3.8123e-06	7.2700e-01	8.3800e-01	5.7810e+00	2.1112e+00	NA	NA	NA	NA	224	2.4665e+02	963	9.0815e-01	2.8883e-06	8.1400e-01	1.0140e+00	1.4424e+00	7.8620e-01	[]	NA	NA	NA	NA	NA
PRKCH	5583	XM_011536956.1	false	false	19	5.6346e+01	247	3.3720e-01	1.2747e-06	9.8323e-01	2.2187e-07	1.6774e-02	19	5.6346e+01	247	3.3720e-01	1.2747e-06	9.8395e-01	2.0236e-07	1.6045e-02	2.3400e-01	4.9500e-01	NA	NA	4.9752e+00	4.2154e+00	490	6.2674e+02	3018	7.8183e-01	2.8110e-06	7.2500e-01	8.4200e-01	5.4619e+00	1.9947e+00	NA	NA	NA	NA	211	2.3767e+02	879	8.8780e-01	2.1522e-06	7.9300e-01	9.9500e-01	1.7298e+00	9.4280e-01	[]	NA	NA	NA	NA	NA
PRKCH	5583	XM_011536957.1	false	false	19	5.6346e+01	247	3.3720e-01	1.2764e-06	9.8323e-01	2.2187e-07	1.6774e-02	19	5.5904e+01	243	3.3987e-01	1.2698e-06	9.8008e-01	2.8606e-07	1.9921e-02	2.3600e-01	4.9900e-01	NA	NA	4.9358e+00	4.1820e+00	490	6.2665e+02	3017	7.8193e-01	2.8110e-06	7.2500e-01	8.4300e-01	5.4589e+00	1.9936e+00	NA	NA	NA	NA	211	2.3767e+02	879	8.8780e-01	2.1522e-06	7.9300e-01	9.9500e-01	1.7298e+00	9.4280e-01	[]	NA	NA	NA	NA	NA
PRKCH	5583	XM_017021458.1	false	false	23	6.4510e+01	294	3.5653e-01	1.6765e-06	9.6222e-01	1.8238e-07	3.7777e-02	23	6.1959e+01	282	3.7122e-01	1.6307e-06	8.8179e-01	1.1522e-06	1.1821e-01	2.6600e-01	5.2600e-01	NA	NA	4.9494e+00	4.1936e+00	496	6.4962e+02	3224	7.6352e-01	6.8419e-06	7.0900e-01	8.2200e-01	6.0273e+00	2.2011e+00	180	2.9363e+02	1456	6.1302e-01	208	2.3234e+02	901	8.9526e-01	2.7318e-06	7.9900e-01	1.0040e+00	1.5966e+00	8.7020e-01	[]	NA	NA	NA	NA	NA
PRKCH	5583	XM_017021459.1	false	false	18	5.0924e+01	222	3.5347e-01	1.0937e-06	9.3036e-01	3.2020e-06	6.9639e-02	18	4.9985e+01	217	3.6011e-01	1.0850e-06	8.9741e-01	5.9273e-06	1.0258e-01	2.4800e-01	5.3400e-01	NA	NA	4.5240e+00	3.8331e+00	431	5.5208e+02	2666	7.8068e-01	2.6262e-06	7.2100e-01	8.4500e-01	5.1532e+00	1.8819e+00	NA	NA	NA	NA	195	2.1605e+02	786	9.0259e-01	2.1066e-06	8.0200e-01	1.0160e+00	1.4318e+00	7.8042e-01	[]	NA	NA	NA	NA	NA
PRKCH	5583	XM_024449661.1	false	false	23	6.4510e+01	294	3.5653e-01	1.6765e-06	9.6222e-01	1.8238e-07	3.7777e-02	23	6.1959e+01	282	3.7122e-01	1.6307e-06	8.8179e-01	1.1522e-06	1.1821e-01	2.6600e-01	5.2600e-01	NA	NA	4.9494e+00	4.1936e+00	496	6.4962e+02	3224	7.6352e-01	6.8419e-06	7.0900e-01	8.2200e-01	6.0273e+00	2.2011e+00	180	2.9363e+02	1456	6.1302e-01	208	2.3234e+02	901	8.9526e-01	2.7318e-06	7.9900e-01	1.0040e+00	1.5966e+00	8.7020e-01	[]	NA	NA	NA	NA	NA
PRKCH	5583	XM_024449662.1	false	false	23	6.4510e+01	294	3.5653e-01	1.6765e-06	9.6222e-01	1.8238e-07	3.7777e-02	23	6.1959e+01	282	3.7122e-01	1.6307e-06	8.8179e-01	1.1522e-06	1.1821e-01	2.6600e-01	5.2600e-01	NA	NA	4.9494e+00	4.1936e+00	496	6.4962e+02	3224	7.6352e-01	6.8419e-06	7.0900e-01	8.2200e-01	6.0273e+00	2.2011e+00	180	2.9363e+02	1456	6.1302e-01	208	2.3234e+02	901	8.9526e-01	2.7318e-06	7.9900e-01	1.0040e+00	1.5966e+00	8.7020e-01	[]	NA	NA	NA	NA	NA
PRKCH	ENSG00000027075	ENST00000332981	true	true	25	7.4723e+01	340	3.3457e-01	1.6970e-06	9.9721e-01	1.3402e-09	2.7866e-03	25	7.4723e+01	340	3.3457e-01	1.6970e-06	9.9734e-01	1.2216e-09	2.6639e-03	2.4300e-01	4.6700e-01	2511	1	5.7522e+00	4.8737e+00	667	8.5995e+02	4191	7.7563e-01	7.5374e-06	7.2700e-01	8.2700e-01	6.5797e+00	2.4029e+00	206	3.4936e+02	1707	5.8966e-01	295	3.2267e+02	1201	9.1423e-01	2.9856e-06	8.3000e-01	1.0070e+00	1.5406e+00	8.3971e-01	[]	2	protein_coding	chr14	2049	14
PRKCH	ENSG00000027075	ENST00000553265	false	false	4	1.5824e+01	70	2.5278e-01	2.9865e-07	9.0410e-01	1.0106e-03	9.4885e-02	4	1.3273e+01	58	3.0137e-01	2.5280e-07	7.3202e-01	5.6412e-03	2.6233e-01	1.4700e-01	6.9000e-01	NA	NA	2.5452e+00	2.1565e+00	65	1.0497e+02	530	6.1924e-01	1.4905e-06	5.0600e-01	7.6100e-01	3.9011e+00	1.4247e+00	25	4.6018e+01	224	5.4326e-01	28	3.6300e+01	135	7.7134e-01	4.9687e-07	5.7100e-01	1.0580e+00	1.3776e+00	7.5088e-01	[]	2	protein_coding	chr14	263	4
PRKCH	ENSG00000027075	ENST00000553726	false	false	5	1.5631e+01	69	3.1988e-01	4.3590e-07	7.1403e-01	4.4950e-03	2.8148e-01	4	9.9737e+00	42	4.0105e-01	3.6907e-07	3.3734e-01	3.5569e-02	6.2709e-01	1.9700e-01	9.1800e-01	NA	NA	1.8915e+00	1.6027e+00	65	7.2887e+01	337	8.9179e-01	1.4585e-06	7.2900e-01	1.0960e+00	9.2385e-01	3.3739e-01	18	2.5083e+01	113	7.1762e-01	23	2.7161e+01	105	8.4679e-01	6.8688e-07	6.0800e-01	1.2000e+00	7.9850e-01	4.3521e-01	[]	2	protein_coding	chr14	159	3
PRKCH	ENSG00000027075	ENST00000553830	false	false	3	1.0415e+01	43	2.8805e-01	2.2705e-07	6.7822e-01	1.1448e-02	3.1033e-01	3	1.0415e+01	43	2.8805e-01	2.2705e-07	6.8835e-01	1.0590e-02	3.0106e-01	1.3000e-01	7.4400e-01	NA	NA	2.2976e+00	1.9467e+00	71	9.1120e+01	444	7.7919e-01	1.1932e-06	6.4200e-01	9.4900e-01	2.1077e+00	7.6973e-01	34	5.4860e+01	253	6.1976e-01	29	3.0742e+01	123	9.4332e-01	5.0617e-07	7.0100e-01	1.2860e+00	3.1426e-01	1.7128e-01	[]	2	protein_coding	chr14	434	4
PRKCH	ENSG00000027075	ENST00000553831	false	false	4	1.5749e+01	69	2.5398e-01	2.9865e-07	9.0080e-01	1.0685e-03	9.8136e-02	4	1.3198e+01	57	3.0308e-01	2.5280e-07	7.2454e-01	5.9251e-03	2.6953e-01	1.4800e-01	6.9400e-01	NA	NA	2.5318e+00	2.1452e+00	65	9.9833e+01	501	6.5109e-01	1.4875e-06	5.3200e-01	8.0000e-01	3.4862e+00	1.2732e+00	25	4.3378e+01	212	5.7633e-01	27	3.4611e+01	129	7.8009e-01	4.9352e-07	5.7400e-01	1.0760e+00	1.2938e+00	7.0516e-01	[]	2	protein_coding	chr14	250	4
PRKCH	ENSG00000027075	ENST00000555082	false	false	23	6.4510e+01	294	3.5653e-01	1.6765e-06	9.6222e-01	1.8238e-07	3.7777e-02	23	6.1959e+01	282	3.7122e-01	1.6307e-06	8.8179e-01	1.1522e-06	1.1821e-01	2.6600e-01	5.2600e-01	NA	NA	4.9494e+00	4.1936e+00	496	6.4962e+02	3224	7.6352e-01	6.8419e-06	7.0900e-01	8.2200e-01	6.0273e+00	2.2011e+00	180	2.9363e+02	1456	6.1302e-01	208	2.3234e+02	901	8.9526e-01	2.7318e-06	7.9900e-01	1.0040e+00	1.5966e+00	8.7020e-01	[]	2	protein_coding	chr14	1566	12
PRKCH	ENSG00000027075	ENST00000555185	false	false	2	1.2227e+01	63	1.6357e-01	3.2554e-07	9.4775e-01	7.8672e-04	5.1467e-02	2	1.1058e+01	57	1.8087e-01	3.0486e-07	9.1328e-01	1.7467e-03	8.4974e-02	7.3000e-02	5.6900e-01	NA	NA	2.7239e+00	2.3079e+00	107	1.6489e+02	803	6.4891e-01	2.7824e-06	5.5400e-01	7.6200e-01	4.5083e+00	1.6464e+00	51	9.4220e+01	461	5.4128e-01	54	5.9015e+01	224	9.1502e-01	1.0065e-06	7.3400e-01	1.1480e+00	6.5282e-01	3.5582e-01	[]	2	protein_coding	chr14	454	3
PRKCH	ENSG00000027075	ENST00000555542	false	false	2	5.1250e+00	17	3.9024e-01	1.8129e-07	3.2144e-01	7.4506e-02	6.0406e-01	2	2.5734e+00	5	7.7718e-01	1.3543e-07	1.1093e-01	1.7726e-01	7.1181e-01	3.0100e-01	1.8070e+00	NA	NA	3.5745e-01	3.0286e-01	12	1.9903e+01	94	6.0291e-01	4.7467e-07	3.8500e-01	9.7700e-01	1.7715e+00	6.4695e-01	4	7.1837e+00	35	5.5682e-01	4	6.8909e+00	27	5.8047e-01	1.1273e-07	2.8500e-01	1.3190e+00	1.1013e+00	6.0024e-01	[]	2	protein_coding	chr14	45	1
